X,Y,Z,Target 
-0.326,-0.659,8.374,0
-0.173,-0.793,7.723,0
-0.326,-1.042,7.474,0
-0.614,-1.406,7.148,0
-0.345,-1.406,6.899,0
-0.001,-1.674,6.67,0
-0.001,-1.808,6.516,0
-0.211,-1.789,6.65,0
-0.307,-1.789,7.091,1
-0.096,-1.827,8.144,0
-0.058,-1.712,8.891,1
-0.173,-1.349,10.347,1
-0.077,-1.004,12.416,1
0.038,-0.755,13.814,1
-0.02,-0.372,15.768,0
-0.058,-0.199,16.304,1
-0.116,0.011,17.223,0
0.248,0.509,17.185,1
0.287,0.567,15.289,1
0.191,0.433,13.373,1
0.306,0.529,10.807,1
0.402,0.663,9.313,1
0.229,0.931,7.742,0
0.248,1.141,7.053,0
0.268,1.41,6.516,0
0.287,1.467,6.842,0
0.248,1.525,7.455,1
0.306,1.697,8.891,0
0.382,1.754,9.715,0
0.44,1.697,10.462,0
0.344,1.582,10.941,0
0.114,1.41,11.516,0
-0.039,1.256,11.745,0
-0.02,1.065,11.516,0
-0.192,0.912,11.132,0
-0.441,0.567,10.769,0
-0.479,0.394,10.5,0
-0.499,0.145,10.06,0
-0.671,0.011,9.409,0
-0.767,-0.084,8.949,0
-0.882,-0.199,8.528,0
-0.863,-0.199,8.336,0
-0.633,-0.314,7.953,0
-0.748,-0.429,7.781,0
-1.073,-0.429,7.781,0
-1.073,-0.429,7.876,0
-0.748,-0.487,8.106,0
-0.728,-0.563,8.202,0
-0.863,-0.64,8.47,0
-0.882,-0.812,8.681,0
-0.671,-0.946,8.681,0
-0.614,-1.195,8.374,0
-0.709,-1.31,8.221,0
-0.939,-1.483,8.259,0
-0.92,-1.598,8.336,0
-0.594,-1.789,8.719,0
-0.441,-1.808,9.179,1
-0.633,-1.732,10.251,1
-0.403,-1.444,11.688,1
-0.307,-1.1,13.029,1
-0.096,-0.257,15.097,1
-0.02,0.356,16.495,1
0.325,1.103,17.817,1
0.497,1.601,18.181,1
0.766,2.118,17.185,1
0.823,2.233,15.193,1
0.746,2.329,11.439,1
0.823,2.291,9.006,1
0.651,2.367,5.827,1
0.478,2.635,3.624,0
0.555,2.846,2.916,0
0.555,2.98,2.724,1
-0.116,3.038,3.548,1
-0.748,2.578,5.367,1
-0.728,2.08,7.014,1
-0.728,1.525,9.026,1
-0.824,1.333,10.079,1
-1.341,1.046,11.535,1
-1.571,0.854,12.32,1
-1.399,0.49,13.201,0
-1.169,0.222,13.488,0
-1.341,-0.218,13.68,1
-1.609,-0.697,13.278,1
-1.456,-0.985,12.588,1
-1.035,-1.272,11.094,0
-1.188,-1.253,10.271,1
-1.226,-1.157,9.351,0
-1.322,-1.042,8.796,1
-0.709,-1.195,8.164,0
-0.556,-1.08,7.685,0
-0.384,-0.774,7.283,0
-0.25,-0.525,7.129,0
-0.173,-0.333,7.053,1
-0.116,0.184,7.512,0
-0.211,0.471,8.049,1
-0.307,0.873,9.064,0
-0.154,1.027,9.734,1
0.019,1.314,10.73,1
-0.077,1.525,11.458,1
-0.192,1.716,12.377,0
-0.116,1.793,12.78,0
-0.211,1.735,12.856,0
-0.211,1.659,12.607,1
-0.345,1.525,11.707,0
-0.25,1.505,10.883,1
-0.288,1.39,9.945,0
-0.46,1.276,9.983,0
-0.384,1.256,10.309,1
-0.307,1.295,11.554,1
-0.307,1.161,12.78,1
-0.518,0.816,14.58,1
-0.345,0.586,15.672,1
0.306,0.069,16.323,1
0.497,-0.333,15.653,1
0.497,-1.1,13.45,1
0.478,-1.559,11.822,1
0.574,-2.134,9.466,1
0.421,-2.421,7.436,1
0.344,-2.479,6.497,0
0.478,-2.44,6.191,0
0.861,-2.23,6.21,1
0.804,-1.751,7.072,1
0.478,-1.329,7.819,1
0.459,-0.812,8.93,0
0.478,-0.506,9.313,0
0.363,-0.084,9.696,0
0.133,0.165,9.447,0
-0.422,0.452,9.313,0
-0.767,0.624,9.255,0
-0.69,0.682,9.102,0
-0.843,0.701,8.853,0
-1.341,0.682,8.738,0
-1.744,0.605,8.585,0
-1.878,0.567,8.47,0
-2.05,0.548,8.279,0
-2.222,0.49,8.106,0
-2.414,0.356,7.57,0
-2.414,0.203,7.072,0
-2.28,0.126,6.382,0
-2.318,0.165,6.133,0
-2.146,0.184,6.057,0
-1.801,0.031,6.555,0
-1.552,0.011,6.995,1
-1.226,-0.046,7.723,0
-1.073,0.011,8.317,1
-0.767,0.088,9.006,0
-0.652,0.145,9.313,0
-0.499,0.337,9.504,0
-0.403,0.452,9.83,1
-0.326,0.778,10.673,1
-0.173,1.103,11.688,1
-0.154,1.237,12.799,1
-0.077,1.371,14.676,1
-0.001,1.41,15.844,1
0.191,1.314,17.434,1
0.287,1.103,18.315,1
-0.077,0.758,18.775,0
-0.192,0.567,18.545,1
-0.25,0.318,16.955,1
-0.039,0.165,15.365,1
0.248,-0.276,12.454,1
0.229,-0.563,10.405,1
0.21,-1.176,7.551,1
0.517,-1.942,4.678,1
0.574,-1.77,3.394,1
0.133,-1.674,1.958,1
-0.058,-1.732,1.153,1
-0.173,-1.847,0.311,0
-0.25,-1.77,0.1,1
-0.748,-1.368,0.368,0
-0.92,-1.119,0.885,0
-0.901,-1.023,1.556,1
-0.269,-1.119,2.188,0
0.076,-1.1,2.59,1
0.574,-1.023,3.203,0
0.957,-0.908,3.414,1
1.474,-0.678,4.371,1
1.876,-0.161,5.406,1
2.26,0.375,6.057,0
2.796,0.739,5.98,1
3.351,0.701,7.666,1
2.585,0.95,11.707,1
-0.116,2.214,16.515,1
-1.82,3.038,21.629,1
-2.625,2.77,23.831,1
-3.257,2.118,24.751,1
-3.084,0.452,21.878,1
-2.797,-0.506,16.898,1
-3.084,-0.87,13.431,1
-3.276,-1.042,10.73,1
-2.529,-1.655,8.202,1
-2.012,-1.674,7.57,0
-1.993,-1.349,7.704,0
-2.127,-0.908,7.972,1
-1.131,-0.372,7.838,0
-0.997,0.318,7.991,0
-0.997,0.643,7.991,1
-0.365,0.988,8.317,1
-0.116,1.563,8.93,0
0.153,1.678,9.332,1
0.44,1.984,9.753,0
0.651,2.023,9.37,1
0.191,2.214,8.777,0
-0.135,2.157,8.24,1
0.057,1.812,7.11,1
0.517,1.448,5.98,0
0.766,1.371,5.635,0
0.88,1.352,5.712,0
1.053,1.295,6.382,1
1.091,1.333,7.646,1
0.421,1.352,9.14,1
-1.112,1.161,13.316,1
-2.146,1.333,17.07,1
-2.835,1.314,21.609,1
-2.835,0.739,23.314,1
-3.64,-0.065,24.157,1
-4.329,-0.295,23.238,1
-4.023,-0.697,20.192,1
-2.625,-0.678,16.208,1
-1.973,-0.659,13.412,1
-1.705,-0.544,9.619,1
-1.571,-0.563,7.532,1
-0.863,-0.218,5.406,1
-0.652,0.184,4.639,1
-0.441,0.72,4.314,0
-0.326,0.931,4.448,0
-0.096,1.046,5.022,0
0.133,1.122,5.482,0
0.363,1.237,5.999,0
0.382,1.161,6.708,0
0.229,1.027,7.34,1
-0.039,0.873,8.355,0
-0.192,0.758,9.083,1
-0.479,0.529,10.041,0
-0.709,0.356,10.577,1
-0.824,0.05,11.247,0
-0.939,-0.18,11.247,0
-1.035,-0.525,10.749,0
-1.15,-0.678,10.271,1
-1.284,-0.812,9.255,1
-1.418,-0.889,8.279,0
-1.437,-0.889,7.742,0
-1.456,-0.774,7.359,0
-1.399,-0.602,6.938,0
-1.246,-0.295,6.804,0
-1.169,-0.027,6.938,1
-0.977,0.375,7.359,0
-0.901,0.529,7.838,1
-0.843,0.816,8.585,1
-0.958,1.122,9.37,0
-0.958,1.314,9.926,0
-1.035,1.467,10.5,1
-1.073,1.62,11.477,1
-1.284,1.601,12.301,0
-1.456,1.486,12.78,0
-1.475,1.276,13.029,0
-1.322,1.046,12.626,1
-1.265,0.701,11.42,1
-1.552,0.471,10.271,0
-1.667,0.375,9.6,0
-1.609,0.299,9.236,0
-1.705,0.337,9.179,0
-1.801,0.433,9.907,1
-1.648,0.414,10.749,1
-1.399,0.337,11.496,1
-1.169,0.241,12.262,0
-1.112,0.203,12.435,0
-0.939,0.145,12.224,1
-0.843,0.222,11.343,0
-0.92,0.318,10.615,1
-0.786,0.509,9.83,0
-0.614,0.509,9.466,0
-0.518,0.567,9.026,0
-0.269,0.701,8.815,0
-0.211,0.778,8.623,0
-0.077,0.835,8.413,0
-0.116,0.854,8.259,0
-0.116,0.892,8.144,0
-0.116,0.912,8.068,0
-0.001,0.854,8.087,0
-0.001,0.797,8.049,0
-0.039,0.72,8.298,0
-0.135,0.72,8.642,0
-0.23,0.72,9.14,0
-0.269,0.663,9.524,0
-0.518,0.548,10.041,0
-0.767,0.548,10.577,0
-0.805,0.605,11.018,0
-0.977,0.624,11.401,0
-1.112,0.663,11.611,0
-1.59,0.643,11.86,0
-1.801,0.643,12.109,0
-2.088,0.643,12.569,0
-2.242,0.663,12.837,0
-2.318,0.529,12.875,0
-2.337,0.394,12.626,1
-2.107,0.337,11.745,1
-1.935,0.26,10.366,0
-1.954,0.299,9.504,1
-1.878,0.241,8.24,0
-1.686,0.26,7.608,0
-1.322,0.28,7.014,0
-1.207,0.414,6.804,0
-1.092,0.509,7.014,0
-0.92,0.548,7.378,0
-0.671,0.529,8.049,0
-0.537,0.452,8.413,0
-0.594,0.375,8.872,0
-0.652,0.337,9.179,0
-0.767,0.28,9.562,0
-0.863,0.299,10.002,0
-0.901,0.318,10.385,0
-0.92,0.26,11.094,0
-0.997,0.222,11.764,0
-0.958,0.145,12.033,0
-0.786,0.088,11.994,1
-0.652,-0.104,11.018,0
-0.709,-0.104,10.271,1
-0.709,-0.123,9.14,1
-0.556,-0.065,8.125,0
-0.403,0.069,7.57,0
-0.326,0.433,7.034,0
-0.116,0.605,7.014,1
0.268,0.873,7.761,0
0.478,0.95,8.202,0
0.651,1.084,8.719,0
0.593,1.122,8.987,0
0.382,1.18,9.236,0
0.459,1.218,9.236,0
0.517,1.295,9.14,0
0.268,1.352,9.294,0
0.038,1.333,9.658,0
0.076,1.256,10.194,0
-0.001,1.141,10.5,0
-0.441,0.931,10.807,0
-0.843,0.854,11.132,0
-1.035,0.72,11.496,0
-0.977,0.663,11.496,0
-1.112,0.567,11.286,0
-1.303,0.433,11.056,0
-1.38,0.356,10.5,0
-1.495,0.318,10.175,0
-1.744,0.394,9.907,0
-1.763,0.375,9.887,0
-1.705,0.452,9.849,0
-1.724,0.414,9.811,0
-1.705,0.414,9.677,0
-1.59,0.356,9.351,0
-1.552,0.375,8.93,0
-1.705,0.49,8.623,0
-1.763,0.567,8.642,0
-1.571,0.471,8.738,0
-1.475,0.356,8.815,0
-1.744,0.394,9.064,0
-1.801,0.414,9.6,0
-1.648,0.337,9.887,0
-1.667,0.318,10.156,0
-1.801,0.318,10.385,0
-1.629,0.222,10.749,0
-1.361,0.088,10.692,0
-1.303,0.088,10.194,0
-1.38,0.145,9.887,0
-1.188,0.184,9.524,0
-1.054,0.299,9.389,0
-1.073,0.509,9.198,0
-1.016,0.663,9.198,0
-0.939,0.701,9.236,0
-0.671,0.931,9.6,0
-0.69,1.141,9.868,0
-0.633,1.352,10.156,0
-0.518,1.39,10.405,0
-0.288,1.467,10.615,0
-0.173,1.525,10.615,0
-0.173,1.505,10.424,0
-0.154,1.429,10.213,0
-0.116,1.333,9.964,0
-0.192,1.276,9.983,0
-0.25,1.18,10.232,0
-0.269,0.931,10.673,0
-0.25,0.701,10.883,0
-0.288,0.433,11.037,0
-0.307,0.184,10.922,0
-0.441,-0.18,10.558,0
-0.441,-0.487,10.194,0
-0.499,-0.716,9.868,0
-0.614,-0.87,9.638,0
-0.69,-1.042,9.562,0
-0.748,-1.157,9.696,0
-0.805,-1.119,10.194,0
-0.767,-1.061,10.769,0
-0.863,-1.023,11.056,0
-1.054,-1.023,11.381,0
-1.054,-0.985,11.42,0
-1.054,-1.004,10.922,1
-0.92,-1.042,10.041,0
-1.092,-1.004,9.447,0
-1.15,-0.965,8.987,0
-0.997,-0.908,8.489,0
-0.958,-0.889,8.106,0
-1.035,-0.774,7.551,0
-1.131,-0.64,7.378,0
-1.112,-0.525,7.359,0
-1.112,-0.41,7.512,0
-1.112,-0.218,7.742,0
-1.112,-0.027,8.489,0
-0.997,0.05,8.911,0
-1.073,0.165,9.619,0
-1.054,0.165,9.868,0
-1.207,0.241,10.29,0
-1.207,0.26,10.424,0
-1.112,0.203,10.366,0
-1.188,0.165,10.347,0
-1.092,0.184,10.271,0
-0.92,0.203,10.366,0
-0.882,0.165,10.405,0
-0.882,0.203,10.73,0
-0.728,0.222,10.998,0
-0.614,0.318,11.343,0
-0.365,0.337,11.439,0
-0.154,0.26,11.228,0
-0.001,0.165,10.864,1
-0.058,-0.027,10.002,1
-0.23,-0.104,9.083,0
-0.384,-0.008,8.777,0
-0.345,0.145,8.834,0
-0.307,0.26,9.255,1
-0.326,0.509,10.5,0
-0.269,0.605,11.113,0
-0.326,0.452,11.611,0
-0.652,0.529,11.803,0
-0.901,0.816,12.128,0
-0.805,1.103,12.473,0
-0.786,1.256,12.492,0
-0.748,1.218,12.243,0
-0.556,1.046,11.899,1
-0.25,0.72,10.654,1
-0.307,0.567,9.638,1
-0.518,0.471,8.393,0
-0.614,0.28,7.723,1
-0.786,0.126,6.976,0
-0.709,0.031,6.727,0
-0.46,-0.027,6.612,0
-0.288,-0.065,6.555,0
-0.479,-0.123,6.727,1
-0.633,-0.218,7.761,0
-0.479,-0.391,8.413,0
-0.556,-0.487,9.16,0
-0.92,-0.563,9.562,1
-1.226,-0.716,10.347,0
-0.958,-0.965,10.558,0
-0.69,-1.119,10.328,0
-0.997,-1.157,10.022,0
-1.303,-1.195,9.907,0
-1.169,-1.291,9.792,0
-0.767,-1.329,9.504,0
-0.939,-1.176,9.543,0
-1.092,-1.061,9.849,0
-0.652,-0.851,9.926,0
-0.307,-0.563,9.983,0
-0.365,-0.104,10.213,0
-0.422,0.145,10.481,0
-0.058,0.356,10.883,0
0.229,0.433,10.922,0
0.095,0.682,11.056,0
-0.096,0.72,11.19,0
-0.077,0.873,11.381,0
-0.001,1.027,11.362,0
-0.096,1.141,11.343,0
-0.192,1.046,11.401,0
-0.269,0.988,11.477,0
-0.384,0.969,11.477,0
-0.537,0.854,11.305,0
-0.882,0.624,10.979,0
-1.112,0.471,10.52,0
-0.977,0.49,10.213,0
-0.92,0.414,9.773,0
-0.805,0.318,9.236,0
-0.882,0.299,8.93,0
-0.939,0.241,8.566,0
-0.786,0.145,8.393,0
-0.767,0.222,8.489,0
-0.748,0.26,8.7,0
-0.728,0.222,8.987,0
-0.709,0.145,9.562,0
-0.633,0.126,9.907,0
-0.709,0.107,10.29,0
-0.843,0.011,10.654,0
-0.92,-0.123,11.075,0
-0.863,-0.161,11.343,0
-0.709,-0.333,11.573,0
-0.709,-0.487,11.592,0
-0.671,-0.678,11.535,0
-0.594,-0.812,11.267,0
-0.479,-0.908,10.769,0
-0.479,-0.831,10.309,0
-0.403,-0.755,10.117,0
-0.25,-0.487,9.964,0
-0.173,-0.314,9.964,0
-0.096,-0.18,9.734,0
-0.02,-0.123,9.121,0
-0.096,-0.027,8.681,1
-0.154,0.107,7.857,0
-0.135,0.126,7.417,0
-0.154,0.145,6.689,0
-0.23,0.184,6.421,0
-0.288,0.28,6.057,0
-0.288,0.241,5.904,0
-0.173,0.222,5.789,0
-0.058,0.299,5.693,0
-0.25,0.452,5.654,0
-0.575,0.586,5.769,1
-0.92,0.816,6.574,1
-0.863,1.161,7.761,1
-0.882,1.314,8.604,1
-1.207,1.467,10.845,1
-1.609,1.429,12.818,1
-1.475,1.065,15.404,1
-1.456,0.912,16.572,0
-1.475,0.701,17.262,0
-1.399,0.509,16.955,1
-0.805,0.088,15.385,1
-0.843,0.069,13.91,1
-0.479,0.107,11.669,1
0.038,-0.084,9.734,1
0.478,-0.123,8.719,1
0.746,-0.008,7.781,0
0.823,0.05,7.493,0
0.727,0.222,7.455,0
0.67,0.375,7.704,0
0.536,0.509,8.03,0
0.44,0.529,8.24,0
0.095,0.701,8.566,1
-0.288,0.969,8.987,1
-1.207,1.371,10.136,1
-0.92,1.563,11.209,1
-0.748,1.735,12.128,1
-1.188,2.099,13.68,1
-1.399,2.233,14.542,1
-0.518,1.946,15.097,1
-0.441,1.639,14.063,1
-0.614,1.41,12.722,1
-0.671,1.103,11.228,1
-0.46,0.835,9.255,1
-0.288,0.758,8.049,1
-0.25,0.663,6.631,1
-0.326,0.49,5.827,0
-0.154,0.356,5.616,0
0.076,0.318,5.406,0
0.095,0.26,5.329,0
-0.001,0.452,5.884,0
0.095,0.548,6.401,1
0.268,0.643,7.34,0
0.191,0.701,8.164,1
0.114,0.72,9.255,0
0.153,0.586,9.926,0
0.019,0.471,10.634,0
-0.269,0.49,11.113,1
-0.499,0.337,11.879,0
-0.173,0.241,11.784,0
-0.23,0.165,11.171,1
-0.422,0.107,10.385,0
-0.441,0.088,9.926,0
-0.25,0.05,9.275,0
-0.288,0.126,9.14,0
-0.403,0.145,9.409,0
-0.288,0.126,9.734,0
0.019,0.165,10.156,0
0.133,0.203,9.504,0
-0.02,0.165,8.777,0
-0.192,0.241,8.298,1
0.057,0.337,7.493,1
-0.154,0.643,6.976,0
-0.365,1.027,7.225,1
-0.365,1.678,8.221,1
-0.307,1.85,9.255,1
-0.518,2.08,11.496,1
-0.786,2.271,13.048,1
-1.016,2.233,15.212,1
-1.131,2.118,16.361,0
-1.073,1.946,16.649,0
-1.246,1.812,16.208,1
-1.226,1.41,14.733,1
-1.169,1.046,12.186,1
-0.997,0.816,10.539,1
-0.594,0.299,8.125,1
-0.403,0.126,6.746,1
-0.326,-0.008,5.118,0
-0.479,-0.065,4.333,1
-0.633,0.203,3.567,0
-0.767,0.509,3.452,1
-0.786,0.892,4.237,1
-0.326,1.199,6.306,1
-0.23,1.141,8.01,1
-0.192,0.72,11.401,1
-0.25,0.471,13.622,1
-0.25,0.337,15.27,1
-0.403,0.241,16.591,1
-0.614,-0.161,15.71,1
-0.652,-0.563,14.178,1
-0.575,-0.697,11.879,1
-0.479,-0.64,10.251,1
-0.326,-0.812,8.432,1
0.133,-0.831,7.34,0
0.325,-0.736,6.899,0
0.172,-0.467,7.072,0
0.287,-0.372,7.417,0
0.306,-0.142,7.627,0
0.287,0.011,7.761,0
0.133,0.548,7.972,0
0.019,0.931,8.298,1
-0.001,1.41,9.351,1
0.076,1.62,10.309,1
-0.135,1.544,11.037,1
-0.345,1.371,11.764,0
-0.403,1.18,11.86,1
-0.096,0.739,10.73,1
-0.441,0.758,9.83,1
-0.69,0.49,8.24,1
-0.537,0.241,7.283,1
-0.403,0.567,6.21,0
-0.307,0.892,5.75,0
-0.288,1.084,6.382,1
-0.135,1.103,7.608,1
-0.345,0.854,9.926,1
-0.594,0.72,12.09,1
-1.073,0.567,15.001,1
-1.035,0.471,16.323,0
-0.824,0.337,16.266,1
-0.671,0.145,14.772,1
-0.863,0.011,12.914,1
-1.131,0.031,10.539,1
-1.246,0.05,9.045,1
-1.418,0.241,7.819,0
-1.246,0.49,7.742,1
-0.767,0.873,8.279,1
-0.499,1.007,9.14,1
-0.154,0.95,10.079,0
-0.039,0.739,9.945,0
-0.096,0.49,9.255,1
-0.25,0.203,7.972,0
-0.479,0.184,7.359,0
-0.441,0.184,6.555,0
-0.077,0.088,6.287,0
0.019,-0.046,5.923,0
-0.116,-0.161,5.884,0
-0.365,-0.18,6.516,0
-0.479,-0.123,7.244,1
-0.384,-0.008,8.642,1
-0.652,0.165,9.792,1
-0.977,0.222,10.692,1
-1.15,0.28,11.918,0
-1.246,0.28,12.665,1
-1.495,0.28,13.718,0
-1.533,0.28,14.101,0
-1.648,0.26,14.178,0
-1.839,0.222,13.91,0
-1.878,0.203,13.201,0
-1.782,0.222,12.511,1
-1.226,0.318,11.458,1
-1.112,0.452,10.347,0
-1.073,0.509,9.83,1
-0.709,0.624,9.121,0
-0.441,0.758,8.662,1
-0.192,1.027,8.087,0
-0.192,1.161,7.838,0
-0.116,1.276,7.627,0
0.153,1.256,7.57,0
0.306,1.333,7.512,0
0.325,1.41,7.512,0
0.382,1.352,7.417,0
0.363,1.371,7.359,0
0.306,1.352,7.321,0
0.248,1.429,7.57,0
0.172,1.41,7.934,1
0.363,1.295,8.757,0
0.421,1.18,9.524,0
0.44,1.027,10.06,0
0.421,0.758,10.769,0
0.133,0.682,11.247,0
-0.096,0.624,11.592,0
-0.269,0.452,12.033,0
-0.365,0.28,12.071,0
-0.537,-0.027,12.511,0
-0.46,-0.218,12.799,0
-0.441,-0.353,12.607,0
-0.345,-0.506,11.956,0
-0.422,-0.563,11.113,1
-0.403,-0.525,9.868,0
-0.307,-0.391,9.198,1
-0.269,-0.353,8.087,0
-0.25,-0.276,7.685,0
-0.077,0.088,7.283,0
-0.058,0.337,7.091,1
-0.154,0.701,7.704,1
-0.135,1.046,8.796,0
-0.154,1.161,9.524,0
-0.25,1.18,10.251,0
-0.46,1.276,10.558,0
-0.767,1.276,10.558,0
-0.901,1.295,10.596,0
-1.169,1.237,10.634,0
-1.169,1.103,10.769,0
-1.207,0.854,10.979,0
-1.456,0.701,11.401,0
-1.552,0.643,11.803,0
-1.533,0.452,12.148,0
-1.514,0.299,12.282,0
-1.609,0.126,12.416,0
-1.59,0.031,12.32,0
-1.207,0.05,11.879,1
-1.054,0.069,10.941,0
-1.054,0.088,10.366,0
-0.958,0.126,9.83,0
-0.939,0.26,9.179,0
-0.92,0.414,9.045,0
-0.805,0.682,9.16,0
-0.479,0.892,9.466,0
-0.326,0.892,9.734,0
-0.096,0.95,9.811,0
-0.058,0.873,9.696,0
0.095,0.912,9.389,0
0.019,0.854,8.738,0
0.114,0.701,8.01,0
0.019,0.624,7.666,0
0.019,0.433,7.436,0
0.268,0.356,7.397,0
0.517,0.222,7.321,0
0.517,0.069,7.263,0
0.478,-0.046,7.378,0
0.325,-0.142,7.493,0
0.421,-0.142,7.646,0
0.478,-0.027,8.202,0
0.402,0.069,8.738,0
0.287,0.069,9.619,0
0.287,0.107,10.309,1
0.287,-0.046,11.458,0
0.172,0.031,12.128,0
-0.096,0.069,12.626,0
-0.192,0.031,12.76,0
-0.46,0.05,12.435,0
-0.499,0.05,12.033,1
-0.288,0.069,10.979,1
-0.422,0.145,9.868,0
-0.537,0.145,9.466,0
-0.46,0.184,8.968,0
-0.23,0.241,8.681,0
-0.077,0.203,7.934,0
-0.173,0.145,7.321,0
-0.154,0.05,6.516,0
-0.077,0.069,5.999,0
-0.116,0.299,5.463,0
0.019,0.624,5.252,0
-0.116,0.892,5.367,1
-0.211,1.39,6.612,1
0.038,1.85,7.685,1
-0.307,2.367,10.041,1
-0.652,2.425,12.033,1
-1.207,2.233,15.442,1
-1.188,1.869,17.932,1
-1.207,1.678,19.828,0
-0.92,1.525,19.732,1
-1.15,0.663,17.377,1
-1.361,0.088,13.814,1
-1.207,-0.142,11.401,1
-1.15,-0.065,8.547,1
-0.92,0.031,7.187,1
-0.211,0.222,6.363,0
0.172,0.26,6.536,1
0.325,0.107,7.474,0
0.363,-0.008,8.125,0
0.095,-0.046,8.585,0
0.114,0.011,8.642,0
-0.039,0.165,8.604,0
-0.039,0.241,8.662,0
0.133,0.28,8.681,0
0.133,0.337,9.083,0
0.057,0.356,9.485,1
-0.192,0.433,10.443,0
-0.23,0.452,11.056,0
-0.345,0.452,11.439,0
-0.46,0.433,11.458,0
-0.594,0.299,10.864,0
-0.614,0.337,10.424,0
-0.633,0.529,10.271,0
-0.767,0.72,10.424,0
-0.748,0.643,10.673,0
-0.767,0.548,11.056,0
-0.863,0.452,11.132,0
-0.671,0.299,10.769,0
-0.403,0.241,10.098,1
-0.345,0.011,8.872,0
-0.23,-0.046,8.087,1
-0.154,0.05,6.919,1
-0.077,0.107,5.904,0
-0.077,0.145,5.482,0
-0.192,0.337,5.348,1
-0.288,0.739,6.095,1
-0.499,1.18,7.991,1
-0.556,1.161,9.543,1
-0.69,1.161,11.879,1
-0.882,1.084,13.239,1
-1.207,0.912,14.331,0
-1.456,0.816,14.293,1
-1.399,0.624,13.182,1
-1.169,0.529,11.381,1
-1.092,0.394,10.175,1
-0.939,0.318,9.102,1
-0.709,0.107,7.512,1
-0.575,-0.008,6.306,0
-0.479,0.011,5.789,0
-0.441,0.031,5.214,0
-0.46,0.107,5.042,0
-0.633,0.203,4.946,0
-0.575,0.471,5.118,1
-0.633,0.701,5.961,1
-0.69,0.95,7.532,1
-0.652,1.141,8.623,1
-0.901,1.237,10.251,1
-1.226,1.295,13.316,1
-1.456,1.103,16.323,1
-1.456,0.931,17.626,0
-1.284,0.72,18.009,1
-0.709,0.337,16.993,1
-0.594,-0.199,13.718,1
-0.69,-0.314,11.535,1
-0.403,-0.333,8.183,1
-0.211,-0.218,6.306,1
-0.269,0.414,4.639,1
-0.001,1.065,4.908,1
0.153,1.199,6.44,1
0.229,1.237,9.715,1
-0.02,1.18,11.86,1
-0.384,1.295,14.197,1
-0.671,1.18,15.078,1
-1.131,0.816,15.404,1
-0.997,0.509,14.733,1
-0.709,0.126,12.569,1
-0.709,0.05,11.171,1
-0.882,-0.123,9.332,1
-0.92,-0.276,8.413,1
-0.709,-0.314,7.646,0
-0.69,-0.238,7.168,0
-0.767,-0.027,7.551,1
-0.863,0.165,9.121,1
-0.69,0.203,10.347,1
-0.997,0.471,11.707,0
-1.112,0.624,12.397,0
-1.341,0.643,13.086,0
-1.571,0.605,13.182,0
-1.533,0.49,12.416,1
-1.495,0.337,11.018,1
-1.437,0.299,10.06,1
-1.341,0.356,8.968,0
-1.284,0.394,8.317,1
-0.997,0.337,7.493,0
-0.843,0.375,6.938,0
-0.556,0.337,6.421,0
-0.422,0.337,6.191,0
-0.365,0.28,6.018,0
-0.25,0.26,6.038,0
-0.135,0.26,6.114,0
-0.058,0.184,6.191,0
0.019,0.088,6.555,0
-0.077,0.05,6.957,0
-0.135,0.05,7.417,0
-0.25,0.031,8.01,1
-0.307,-0.027,8.911,0
-0.345,-0.046,9.811,0
-0.46,-0.142,10.309,1
-0.652,-0.104,11.267,0
-0.671,-0.142,11.707,0
-0.614,-0.142,12.32,0
-0.748,-0.238,12.646,0
-0.709,-0.41,12.626,0
-0.671,-0.582,12.071,1
-0.422,-0.697,11.132,1
-0.288,-0.831,9.428,1
-0.326,-0.793,8.489,1
-0.154,-0.889,6.976,1
-0.001,-0.927,6.038,1
-0.039,-0.793,4.869,0
-0.039,-0.563,4.333,0
-0.096,-0.161,4.103,1
-0.116,0.28,4.678,1
-0.173,1.065,6.67,1
-0.001,1.39,8.183,1
-0.384,1.754,11.899,1
-0.307,1.927,16.208,1
-0.173,1.831,18.985,1
-1.073,1.754,21.724,0
-1.341,1.659,22.05,1
-1.15,1.41,20.288,1
-1.035,0.969,17.721,1
-1.169,0.49,13.737,1
-1.207,0.548,11.247,1
-0.748,0.529,8.164,1
-0.537,0.586,5.846,1
-0.499,0.624,4.869,0
-0.575,0.797,4.199,0
-0.345,0.835,4.275,0
-0.173,0.797,4.869,0
-0.307,0.835,5.367,1
-0.365,0.758,6.287,0
-0.326,0.605,6.957,1
-0.441,0.471,7.915,0
-0.575,0.414,8.623,1
-0.786,0.452,9.811,1
-0.882,0.375,10.749,1
-0.939,0.165,12.339,1
-1.169,-0.008,13.622,0
-1.284,-0.123,14.178,0
-1.437,-0.333,14.389,0
-1.284,-0.563,13.871,1
-1.207,-0.774,12.205,1
-1.169,-0.965,10.883,1
-1.38,-0.985,9.16,1
-1.361,-0.985,8.144,1
-1.207,-0.851,7.34,0
-1.188,-0.602,6.995,0
-1.016,-0.276,7.072,1
-0.728,0.069,7.704,0
-0.537,0.222,8.164,1
-0.422,0.586,8.757,0
-0.441,0.797,9.026,0
-0.307,1.103,9.485,0
-0.211,1.314,9.773,0
