X,Y,Z,Target 
-0.575,0.797,12.492,0
-1.073,0.739,12.282,0
-1.322,0.605,12.09,0
-1.38,0.471,11.42,0
-1.437,0.567,10.788,0
-1.38,0.49,9.945,1
-1.188,0.452,9.14,0
-1.054,0.452,8.719,0
-0.92,0.548,8.068,0
-0.958,0.548,7.8,0
-0.863,0.375,7.819,0
-0.805,0.28,7.895,0
-1.112,0.375,7.991,0
-0.863,0.241,8.508,0
-0.824,0.222,8.872,0
-0.633,0.433,9.064,0
-0.824,0.548,9.102,0
-0.92,0.605,9.811,0
-0.92,0.643,10.654,1
-0.594,0.663,11.879,0
-0.403,0.758,12.262,0
-0.46,0.682,12.511,0
-0.345,0.586,12.397,0
-0.288,0.567,11.516,1
-0.422,0.548,10.385,1
-0.671,0.452,8.911,1
-0.652,0.299,7.704,0
-0.69,0.394,6.88,1
-0.69,0.605,6.018,0
-0.69,0.797,5.654,0
-0.479,0.95,5.904,0
-0.403,1.027,6.689,1
-0.345,1.007,8.355,1
-0.307,0.912,9.524,1
-0.46,0.892,10.96,1
-0.633,0.854,11.822,0
-0.843,0.912,12.416,0
-1.15,0.816,12.952,0
-1.226,0.624,13.201,0
-1.418,0.452,13.584,0
-1.456,0.299,13.795,0
-1.188,0.241,13.756,0
-1.207,0.069,13.144,1
-1.112,0.107,11.803,0
-1.169,0.05,10.998,1
-0.92,-0.065,10.117,0
-0.69,0.031,9.562,0
-0.537,0.107,8.987,0
-0.46,0.203,8.279,0
-0.441,0.145,7.876,1
-0.096,0.26,7.263,0
-0.211,0.433,6.67,1
-0.403,0.624,5.999,0
-0.575,0.797,6.114,1
-0.173,0.854,7.187,0
-0.001,1.027,7.819,1
0.421,1.18,8.777,0
0.478,1.18,9.409,1
0.421,1.046,10.251,1
0.019,0.988,10.922,1
0.248,1.161,11.879,1
0.133,0.95,12.875,0
0.057,0.912,13.297,1
0.478,0.701,13.737,0
0.612,0.529,13.584,1
0.631,0.088,12.128,1
0.268,-0.161,10.941,1
-0.001,-0.448,9.581,1
-0.02,-0.659,8.796,1
0.153,-0.889,7.8,0
0.21,-0.793,7.091,1
0.517,-0.621,6.21,0
0.67,-0.602,5.674,0
0.497,-0.391,5.425,0
0.344,-0.104,5.654,1
0.114,0.165,6.363,1
-0.135,0.452,7.953,1
-0.326,0.548,9.102,1
-0.537,0.643,10.941,1
-0.46,0.643,11.956,1
-0.671,0.912,13.029,0
-1.035,1.084,13.469,0
-1.303,1.046,13.833,0
-1.495,0.758,14.063,0
-1.59,0.682,13.967,0
-1.495,0.605,13.565,0
-1.226,0.624,12.99,1
-0.901,0.605,11.669,1
-0.614,0.529,10.577,1
-0.575,0.49,8.949,1
-0.671,0.471,7.953,1
-0.537,0.567,6.957,1
-0.269,0.739,6.325,0
-0.154,0.854,5.827,0
-0.345,1.027,5.54,0
-0.479,1.141,5.827,1
-0.537,1.218,6.938,0
-0.537,1.199,7.723,0
-0.728,1.141,8.47,0
-0.92,1.046,9.102,0
-0.958,0.988,9.734,0
-0.863,0.95,10.175,0
-0.652,0.816,10.443,0
-0.633,0.452,10.596,0
-0.614,0.28,10.405,0
-0.69,0.145,10.194,0
-0.537,-0.008,10.022,0
-0.594,-0.161,10.156,0
-0.537,-0.333,10.577,0
-0.518,-0.467,11.152,0
-0.537,-0.563,11.745,0
-0.23,-0.64,12.243,0
-0.269,-0.621,12.377,0
-0.479,-0.487,12.301,0
-0.843,-0.563,12.32,0
-0.69,-0.487,12.09,0
-0.614,-0.161,11.573,0
-0.499,0.126,11.267,0
-0.518,0.28,10.615,0
-0.518,0.414,10.29,0
-0.307,0.624,9.868,1
-0.384,0.988,9.217,1
-0.365,1.256,8.47,0
-0.575,1.371,8.01,0
-0.614,1.41,7.532,0
-0.709,1.659,6.995,0
-0.709,1.793,6.938,0
-0.824,2.061,7.148,1
-0.709,2.137,8.049,1
-0.499,1.908,9.313,1
-0.594,1.735,10.213,1
-0.479,1.39,11.496,0
-0.594,1.122,12.09,0
-0.652,0.701,12.224,0
-0.786,0.414,11.918,1
-0.709,-0.199,10.979,1
-0.518,-0.506,9.619,1
-0.499,-0.659,8.719,1
-0.46,-0.908,7.168,1
-0.671,-1.023,6.287,1
-0.805,-1.138,5.195,0
-0.939,-1.138,4.831,1
-1.341,-0.851,5.271,1
-1.092,-0.678,6.574,1
-0.748,-0.582,9.217,1
-0.614,-0.41,11.037,1
-0.441,-0.333,13.661,1
-0.288,-0.295,15.04,1
-0.652,-0.41,16.112,0
-0.843,-0.391,15.519,1
-1.188,-0.448,14.408,1
-1.38,-0.429,12.473,1
-1.456,-0.353,11.286,1
-1.207,-0.276,9.849,0
-1.15,-0.065,9.198,0
-1.073,0.394,8.911,0
-0.805,0.758,9.275,1
-0.709,1.065,10.769,1
-0.422,1.199,12.014,0
-0.116,1.161,12.626,0
-0.116,1.199,11.975,1
-0.25,0.95,11.018,1
-0.69,0.797,9.37,1
-0.614,0.797,8.24,1
-0.633,0.682,6.727,0
-0.652,0.682,6.21,0
-0.69,0.509,6.382,0
-0.518,0.394,6.861,1
-0.211,0.318,7.589,0
0.076,0.145,7.57,0
-0.116,-0.027,7.436,0
-0.403,-0.295,7.187,0
-0.537,-0.391,7.053,0
-0.575,-0.391,7.321,0
-0.69,-0.142,7.742,1
-0.709,-0.084,9.409,1
-0.614,-0.199,10.826,1
-0.748,-0.391,13.316,1
-0.748,-0.429,14.752,1
-1.188,-0.429,16.093,0
-1.207,-0.602,15.691,1
-1.054,-0.831,14.274,1
-1.035,-1.042,11.592,1
-0.92,-1.08,9.83,1
-0.709,-1.195,7.168,1
-0.537,-1.195,5.597,1
-0.594,-0.851,3.548,1
-0.575,-0.391,2.226,0
-0.441,-0.142,2.092,0
-0.422,0.26,2.59,1
0.114,0.509,5.425,1
0.459,0.471,7.57,1
0.727,0.586,11.324,1
1.034,0.548,14.887,1
0.746,0.586,16.457,1
0.019,0.299,17.664,0
-0.192,0.145,17.702,1
-0.422,-0.314,16.304,1
-0.46,-0.467,14.599,1
-0.767,-0.602,12.243,1
-0.728,-0.774,10.692,1
-0.92,-0.927,8.777,1
-0.805,-0.889,7.072,1
-0.997,-0.716,5.98,1
-1.092,-0.525,5.099,0
-1.322,-0.391,4.888,0
-1.131,-0.333,5.348,0
-1.073,0.011,5.827,1
-1.035,0.452,7.091,0
-0.863,0.49,7.723,1
-1.341,0.873,9.083,1
-1.437,0.988,10.424,1
-1.648,1.18,13.067,1
-1.341,1.103,16.438,1
-1.246,1.084,18.143,1
-0.824,1.007,18.736,1
-0.575,0.72,17.108,1
-0.614,0.031,13.488,1
-0.594,-0.333,11.247,1
-0.556,-0.908,7.953,1
-0.326,-1.119,6.095,1
-0.326,-1.119,3.931,1
-0.211,-1.042,2.839,1
-0.154,-0.736,2.034,0
-0.058,-0.716,2.169,1
0.21,-0.716,3.452,1
-0.154,-0.506,5.425,1
0.229,-0.621,7.187,1
-0.192,-0.621,8.853,0
-0.288,-0.582,9.524,0
-0.594,-0.487,9.428,0
-0.69,-0.506,9.083,0
-0.843,-0.41,8.451,0
-0.805,-0.314,8.298,0
-0.843,0.031,8.183,1
-0.805,0.184,9.562,1
-0.805,0.145,11.113,1
-0.805,-0.142,14.484,1
-0.977,-0.238,16.725,1
-1.092,-0.199,18.564,0
-1.322,-0.18,18.813,1
-1.59,-0.391,17.74,1
-1.514,-0.602,16.112,1
-1.533,-0.64,13.642,1
-1.571,-0.544,12.052,1
-1.399,-0.487,10.098,1
-1.112,-0.295,8.221,1
-1.15,0.031,6.919,1
-0.997,0.586,5.501,0
-0.958,0.95,4.984,0
-0.882,1.505,4.927,1
-0.863,2.099,5.501,1
-0.211,2.482,6.938,1
-0.096,2.731,7.991,1
0.153,2.827,9.179,0
-0.135,2.731,9.753,1
-0.633,2.176,10.788,0
-0.997,1.984,11.228,1
-1.418,1.754,11.65,0
-1.552,1.295,11.822,0
-1.533,0.816,12.071,1
-1.15,0.165,11.764,0
-1.112,-0.104,11.132,1
-1.016,-0.544,9.409,1
-1.246,-0.812,8.336,1
-1.801,-1.234,7.244,0
-2.031,-1.483,7.072,0
-2.222,-1.655,7.551,0
-2.28,-1.483,8.202,1
-2.146,-1.349,9.677,1
-2.127,-1.195,10.826,1
-2.05,-1.119,11.688,1
-1.935,-0.965,12.665,0
-1.935,-0.927,13.182,0
-1.724,-0.736,13.393,0
-1.82,-0.563,13.086,1
-1.514,-0.333,11.764,0
-1.514,-0.276,11.152,1
-1.418,-0.104,8.949,1
-1.475,0.088,8.01,0
-1.418,0.433,7.742,1
-1.514,0.95,8.911,1
-1.418,1.084,10.29,1
-1.322,1.18,12.32,1
-1.092,1.046,13.603,0
-0.824,0.969,14.216,0
-0.671,0.835,13.699,1
-0.307,0.318,11.42,1
-0.537,0.126,9.83,1
-0.575,-0.276,7.704,1
-0.671,-0.506,6.363,1
-0.614,-0.697,4.946,1
-0.92,-0.602,3.969,0
-0.882,-0.372,3.356,0
-0.863,-0.238,2.571,0
-1.246,-0.084,2.647,1
-1.303,0.241,3.969,1
-1.341,0.222,5.444,1
-1.667,0.318,8.259,1
-1.782,0.222,11.056,1
-1.763,0.069,15.71,1
-1.648,-0.027,18.219,1
-1.897,0.088,19.866,1
-2.318,-0.161,18.507,1
-2.356,-0.525,16.304,1
-1.973,-1.023,12.971,1
-1.744,-1.061,10.73,1
-1.705,-0.908,7.857,1
-1.705,-0.755,6.306,1
-1.801,-0.621,4.754,1
-1.514,-0.257,3.988,0
-1.207,0.222,3.969,0
-0.997,0.452,4.524,1
-0.422,0.72,6.401,1
-0.326,0.854,8.777,1
0.229,0.778,11.171,1
-0.192,0.797,14.484,1
-0.326,0.739,16.17,1
-0.556,0.509,16.783,1
-0.594,0.318,15.71,1
-0.863,-0.104,12.875,1
-0.767,-0.142,10.903,1
-0.997,-0.295,8.01,1
-1.035,-0.276,6.536,1
-1.322,-0.161,5.712,1
-1.284,0.203,6.899,1
-0.824,0.26,8.47,1
-0.537,0.241,9.926,1
-0.652,0.165,12.014,1
-0.23,0.107,13.488,0
-0.69,0.299,13.814,1
-0.441,-0.046,14.446,0
-0.997,-0.142,14.12,1
-1.265,-0.18,12.646,1
-1.399,-0.046,11.19,1
-1.284,0.011,9.619,1
-1.073,-0.123,8.393,0
-0.997,-0.084,7.8,0
-0.92,0.069,7.034,0
-0.537,0.069,6.689,0
-0.365,0.165,6.478,0
-0.23,0.203,6.555,0
-0.135,0.203,6.65,0
-0.02,0.145,6.708,0
0.287,0.069,6.957,0
0.268,0.05,7.11,0
0.306,0.031,7.704,0
0.038,0.069,8.393,0
0.038,0.145,9.064,1
-0.154,0.145,10.577,1
-0.058,0.031,11.899,1
-0.039,-0.142,13.661,1
-0.096,-0.314,14.542,0
-0.192,-0.487,14.58,0
-0.269,-0.736,14.12,1
-0.365,-0.927,12.282,1
-0.614,-1.042,10.941,1
-0.652,-1.195,9.198,1
-0.633,-1.214,7.8,0
-0.575,-1.042,7.148,0
-0.499,-0.812,6.555,0
-0.441,-0.64,6.459,0
-0.365,-0.544,6.555,0
-0.269,-0.333,7.014,1
-0.25,0.011,7.761,0
-0.211,0.203,8.393,0
-0.154,0.471,8.987,0
-0.345,0.797,9.409,0
-0.441,0.969,9.945,1
-0.422,1.18,11.247,1
-0.594,1.333,12.358,1
-0.92,1.486,14.197,1
-1.246,1.429,15.461,1
-1.456,0.931,16.764,0
-1.418,0.739,16.515,1
-1.112,0.337,14.216,1
-1.207,0.069,12.243,1
-1.131,-0.372,9.524,1
-1.112,-0.621,7.934,1
-1.131,-0.812,5.808,1
-1.303,-0.659,4.275,0
-1.399,-0.506,3.605,1
-1.667,-0.104,3.184,1
-1.418,0.28,3.777,1
-1.284,0.586,5.654,1
-1.188,0.643,7.283,1
-1.418,0.758,10.136,1
-1.418,0.835,12.511,1
-1.456,0.816,16.17,1
-1.571,0.854,17.875,1
-1.514,0.758,19.119,1
-1.38,0.605,18.334,1
-0.977,0.031,15.729,1
-1.035,-0.276,12.78,1
-0.882,-0.467,10.788,1
-0.594,-0.716,8.068,1
-0.422,-0.793,6.497,1
-0.384,-0.774,4.812,0
-0.422,-0.697,4.352,0
-0.422,-0.448,4.065,0
-0.269,-0.314,4.39,1
-0.173,-0.199,5.712,1
-0.345,-0.008,7.723,1
-0.154,-0.123,8.777,1
-0.728,0.203,10.309,1
-0.939,0.26,11.496,1
-1.054,0.126,13.124,1
-1.092,-0.008,14.082,0
-1.303,-0.199,14.542,0
-1.475,-0.295,14.082,1
-1.399,-0.544,12.416,1
-1.284,-0.697,11.171,1
-1.303,-0.831,9.868,1
-1.437,-0.965,9.083,0
-1.418,-1.004,8.872,0
-1.188,-0.927,8.719,0
-1.016,-0.716,8.489,0
-0.997,-0.506,8.432,0
-1.322,-0.391,8.853,1
-1.322,-0.218,10.175,1
-1.514,0.069,11.037,1
-0.709,0.28,12.76,0
-0.671,0.49,13.45,0
-0.518,0.605,13.469,1
-0.384,0.452,11.669,1
-0.422,0.26,10.098,1
-0.422,0.222,8.087,1
-0.326,0.107,6.804,1
-0.441,0.165,5.022,0
-0.614,0.241,4.295,0
-0.575,0.548,3.701,0
-0.422,0.739,3.892,1
-0.23,0.912,5.08,1
-0.154,0.816,6.44,1
-0.077,0.548,8.049,1
-0.307,0.433,9.504,1
-0.748,0.414,10.271,1
-1.131,0.26,11.381,0
-1.265,0.107,11.918,0
-1.265,-0.046,12.492,0
-1.207,-0.065,12.473,0
-1.15,-0.238,12.454,0
-1.112,-0.353,12.243,0
-1.341,-0.506,11.994,0
-1.418,-0.602,11.899,0
-1.399,-0.793,11.707,0
-1.169,-0.87,11.152,0
-1.207,-0.755,10.654,1
-1.131,-0.621,9.753,0
-0.939,-0.582,9.217,1
-0.728,-0.525,8.47,0
-1.016,-0.353,8.355,1
-0.786,-0.238,9.026,0
-0.843,-0.046,9.658,1
-0.958,0.318,10.481,0
-0.997,0.529,11.056,1
-0.767,0.701,12.358,1
-0.307,0.816,13.527,0
-0.077,1.007,14.044,0
-0.116,1.027,13.91,0
-0.116,0.797,13.201,1
-0.173,0.452,11.247,1
-0.173,0.414,10.117,1
-0.23,0.318,8.738,1
-0.116,0.126,7.991,0
-0.192,-0.065,7.34,0
-0.173,-0.084,7.321,0
-0.135,-0.257,7.014,0
-0.077,-0.467,6.382,0
-0.154,-0.487,6.057,0
-0.403,-0.64,5.865,0
-0.518,-0.659,6.038,0
-0.46,-0.659,6.191,1
-0.556,-0.372,7.953,1
-0.384,-0.372,9.275,1
-0.154,-0.544,10.577,1
-0.02,-0.64,12.416,1
-0.116,-0.582,13.373,1
-0.326,-0.563,14.216,0
-0.403,-0.793,14.025,1
-0.403,-0.889,12.971,1
-0.633,-1.061,10.864,1
-0.46,-1.1,9.562,1
-0.077,-1.138,7.915,1
0.057,-1.042,6.919,1
0.153,-0.812,5.846,0
0.191,-0.64,5.463,0
0.114,-0.333,5.444,0
-0.001,-0.008,5.884,1
0.306,0.375,7.206,1
0.344,0.816,8.7,1
0.382,1.007,9.581,1
0.382,1.065,10.941,1
0.287,0.95,11.764,1
-0.077,0.758,12.473,0
-0.23,0.663,12.473,1
-0.499,0.375,11.458,1
-0.671,0.145,10.366,1
-0.824,-0.027,9.485,1
-0.882,-0.142,8.298,0
-0.92,-0.084,8.259,0
-0.767,0.031,8.987,0
-0.709,-0.046,9.734,1
-0.709,-0.142,10.883,0
-0.843,0.011,11.152,0
-0.863,-0.065,11.305,0
-1.169,-0.027,11.209,0
-1.054,0.184,11.305,0
-1.188,0.337,11.286,1
-1.112,0.605,12.052,1
-0.92,0.663,13.048,1
-0.269,0.643,14.465,0
0.038,0.682,14.389,1
0.076,0.643,13.201,1
-0.001,0.529,11.611,1
-0.096,0.586,9.524,1
-0.211,0.739,7.819,0
-0.192,0.778,7.302,1
0.325,0.969,7.857,1
0.612,1.065,8.719,1
0.785,1.065,10.194,0
0.574,0.912,10.654,0
0.363,0.548,10.29,1
-0.039,0.433,9.255,0
-0.173,0.241,8.662,1
-0.173,-0.18,7.857,0
-0.211,-0.218,7.474,0
-0.058,-0.295,6.976,0
0.133,-0.353,6.612,0
0.382,-0.467,6.44,0
0.268,-0.429,6.957,1
-0.058,-0.429,8.336,1
-0.211,-0.333,9.504,1
-0.384,-0.333,11.324,1
-0.345,-0.41,13.239,1
-0.135,-0.506,14.369,0
-0.077,-0.525,15.001,0
-0.192,-0.64,14.676,1
-0.594,-0.889,13.431,1
-0.614,-1.08,12.282,1
-0.671,-1.195,10.692,0
-0.709,-1.119,9.83,1
-0.69,-0.946,8.93,0
-0.556,-0.793,8.547,0
-0.326,-0.544,8.049,0
-0.269,-0.238,7.685,0
-0.269,-0.123,7.57,0
-0.25,0.145,7.819,0
-0.326,0.375,8.01,0
-0.441,0.624,8.221,0
-0.652,0.797,8.355,0
-0.843,0.912,8.7,0
-0.863,1.065,9.006,0
-0.92,1.199,9.638,0
-0.92,1.141,10.117,0
-0.997,1.007,10.539,0
-1.226,0.739,10.826,0
-1.226,0.586,10.596,0
-1.226,0.356,9.926,0
-1.226,0.184,9.485,0
-1.092,0.011,9.14,0
-0.92,-0.199,8.719,0
-0.958,-0.238,8.432,0
-0.92,-0.257,8.508,0
-1.131,-0.333,9.217,0
-1.169,-0.353,9.945,1
-1.112,-0.372,11.247,1
-0.69,-0.429,12.262,0
-0.269,-0.372,12.282,1
-0.192,-0.276,11.094,1
-0.46,-0.257,9.907,1
-0.633,-0.18,8.413,0
-0.671,-0.257,7.8,0
-0.901,-0.257,7.934,1
-0.882,-0.027,8.853,1
-0.499,0.356,10.596,1
-0.288,0.471,11.286,1
-0.652,0.624,12.033,0
-0.92,0.318,12.377,0
-1.016,0.107,12.473,0
-0.767,0.241,12.186,0
-0.748,0.241,12.014,1
-0.728,-0.123,10.443,1
-0.748,-0.276,9.581,1
-0.767,-0.257,8.221,1
-0.709,-0.161,7.148,0
-0.767,-0.104,7.11,0
-0.863,-0.104,7.532,1
-0.767,-0.161,8.968,1
-0.805,-0.046,9.868,0
-0.614,0.069,10.481,0
-0.69,0.241,10.845,0
-0.671,0.241,11.132,0
-0.863,0.145,11.535,0
-1.112,0.05,11.822,0
-1.303,0.069,12.339,0
-1.399,0.05,12.78,0
-1.418,0.031,12.684,0
-1.437,0.011,12.186,1
-1.648,-0.084,11.171,1
-1.782,-0.218,10.06,0
-1.648,-0.218,9.677,0
-1.514,-0.123,8.911,0
-1.533,-0.027,8.393,0
-1.552,-0.027,7.895,0
-1.475,-0.027,7.704,0
-1.322,0.05,7.474,0
-1.15,0.05,7.34,0
-1.361,0.145,7.225,0
-1.38,0.107,7.34,0
-1.341,0.107,7.646,0
-1.284,0.222,7.991,0
-1.361,0.299,8.374,1
-1.131,0.26,9.409,0
-1.073,0.203,10.213,1
-0.997,0.337,11.573,1
-1.073,0.299,12.55,1
-1.112,0.011,14.082,1
-0.882,-0.276,15.193,0
-0.709,-0.582,15.078,1
-0.556,-0.64,13.929,1
-0.652,-0.927,11.726,1
-0.728,-1.042,9.811,1
-0.518,-1.061,8.489,1
-0.499,-0.985,6.88,0
-0.575,-0.87,6.459,0
-0.575,-0.659,6.88,1
-0.288,-0.448,7.704,1
-0.25,0.031,9.026,1
0.076,0.069,10.041,1
0.172,0.165,11.171,0
0.229,0.318,11.707,0
0.153,0.529,12.014,0
0.172,0.49,12.186,0
0.172,0.433,12.014,0
0.076,0.414,11.439,0
0.114,0.471,10.749,1
0.153,0.433,9.734,0
0.095,0.337,9.351,0
0.019,0.241,8.93,0
-0.077,0.222,8.604,0
-0.096,0.26,8.298,0
-0.135,0.184,8.106,0
-0.173,0.222,8.164,1
-0.154,0.414,9.275,0
-0.173,0.433,10.232,1
-0.211,0.356,11.611,1
-0.441,0.165,12.224,0
-0.824,0.011,12.243,0
-0.92,-0.161,11.707,1
-0.882,-0.333,10.347,0
-0.843,-0.448,9.6,1
-0.748,-0.525,8.413,0
-0.633,-0.582,7.761,0
-0.633,-0.544,6.842,0
-0.728,-0.372,6.229,0
-0.863,-0.218,6.172,1
-1.092,-0.046,7.148,1
-0.958,-0.046,8.642,1
-0.977,-0.18,10.998,1
-1.035,0.011,12.492,1
-1.15,0.241,14.063,0
-1.073,0.165,14.408,0
-1.169,-0.18,13.948,1
-1.284,-0.41,12.741,1
-1.38,-0.659,10.807,1
-1.399,-0.563,9.275,0
-1.303,-0.563,8.432,0
-1.207,-0.525,7.857,0
-1.399,-0.41,7.934,1
-1.495,-0.295,9.121,1
-1.131,-0.314,10.213,1
-0.594,-0.353,11.516,0
-0.786,-0.142,11.841,0
-0.556,-0.218,12.033,0
-0.633,-0.295,11.324,1
-0.614,-0.333,9.887,1
-0.748,-0.218,8.604,0
-0.786,-0.238,8.298,0
-0.728,-0.333,7.838,0
-0.614,-0.218,7.627,0
-0.479,-0.046,7.378,0
-0.441,0.088,7.206,0
-0.403,0.184,7.225,0
-0.403,0.28,7.551,1
-0.25,0.471,8.374,0
-0.173,0.529,9.179,1
0.038,0.509,10.366,0
-0.001,0.375,11.018,0
0.095,0.184,11.439,0
-0.001,0.031,10.845,1
-0.039,-0.238,10.022,1
-0.345,-0.467,8.949,0
-0.422,-0.621,8.47,0
-0.479,-0.736,8.01,0
-0.422,-0.755,7.8,0
-0.46,-0.716,8.164,0
-0.479,-0.716,8.968,1
-0.211,-0.831,10.347,0
-0.116,-0.87,11.171,0
-0.135,-0.851,11.42,0
-0.326,-1.061,11.611,0
-0.403,-1.157,11.228,1
-0.805,-1.176,10.481,0
-1.035,-1.08,10.29,0
-1.092,-0.946,10.405,0
-1.035,-0.697,11.075,1
-1.016,-0.314,11.937,0
-0.92,-0.123,12.224,0
-0.901,0.145,12.014,0
-0.863,0.222,11.42,1
-0.882,0.337,10.309,1
-0.843,0.567,9.562,0
-0.882,0.739,9.313,0
-0.767,1.007,9.294,0
-0.805,1.141,9.37,0
-0.748,1.065,9.658,0
-0.728,1.046,9.773,0
-0.728,0.912,9.6,0
-0.728,0.739,9.217,1
-0.824,0.414,8.508,0
-0.786,0.203,8.087,0
-0.939,-0.027,7.646,0
-0.824,-0.276,7.263,0
-0.69,-0.391,7.244,0
-0.671,-0.602,7.608,0
-0.748,-0.736,8.106,1
-1.016,-0.965,9.294,1
-1.092,-1.08,10.271,1
-1.188,-1.138,12.109,1
-1.054,-1.195,13.009,1
-1.016,-1.272,14.063,0
-0.863,-1.291,14.235,1
-0.575,-1.368,13.354,1
-0.556,-1.291,11.401,1
-0.748,-1.119,10.213,1
-0.652,-0.927,9.179,0
-0.46,-0.736,9.064,1
-0.135,-0.218,9.887,1
0.268,0.222,10.769,1
0.593,0.739,11.975,0
0.9,0.988,12.377,0
0.995,1.161,12.109,1
1.015,1.046,11.037,1
0.593,0.969,10.213,1
0.555,0.701,9.179,0
0.536,0.682,8.432,1
0.766,0.414,7.493,0
0.766,0.433,6.899,0
0.67,0.241,6.344,0
0.555,0.05,6.287,0
0.497,-0.046,6.957,1
0.421,-0.046,7.934,1
0.287,-0.027,9.619,1
0.191,-0.142,10.979,1
0.114,-0.199,11.918,0
0.133,-0.295,12.492,0
-0.173,-0.353,13.105,0
-0.403,-0.333,13.373,0
-0.518,-0.448,13.507,0
-0.614,-0.467,13.488,0
-0.594,-0.429,13.335,1
-0.537,-0.314,12.492,0
-0.537,-0.238,11.956,0
-0.633,-0.161,11.209,0
-0.441,-0.084,10.481,0
-0.365,-0.027,10.022,0
-0.499,0.145,9.428,0
-0.575,0.241,9.255,0
-0.499,0.299,9.14,0
-0.403,0.394,8.93,0
-0.307,0.452,8.642,0
-0.23,0.452,8.489,0
-0.116,0.394,8.451,0
-0.116,0.337,8.24,0
-0.192,0.241,7.953,0
-0.269,0.05,7.646,0
-0.288,-0.008,7.512,0
-0.307,-0.084,7.321,0
-0.365,-0.161,7.014,0
-0.365,-0.142,7.244,0
-0.365,-0.027,7.915,1
-0.422,0.126,9.351,1
-0.46,0.184,10.692,1
-0.479,0.165,13.603,1
-0.633,-0.008,15.672,1
-0.518,-0.257,17.798,0
-0.326,-0.391,17.817,1
-0.25,-0.697,15.978,1
-0.307,-0.985,13.814,1
-0.403,-1.272,10.979,1
0.114,-1.444,8.432,1
0.421,-1.425,7.014,1
0.574,-1.195,5.501,0
0.785,-1.061,5.099,0
1.015,-0.889,5.31,1
1.244,-0.582,6.172,1
1.168,-0.333,7.34,0
0.938,-0.238,7.895,1
0.708,-0.314,8.604,0
0.459,-0.314,8.585,0
0.21,-0.218,8.221,0
-0.077,-0.027,7.934,0
-0.211,0.145,8.01,1
-0.479,0.394,9.294,1
-0.518,0.394,10.903,1
-0.614,0.203,13.412,1
-0.863,0.031,14.752,1
-1.207,-0.104,15.461,1
-1.246,-0.104,14.293,1
-1.169,-0.372,12.837,1
-0.977,-0.831,10.271,1
-0.863,-1.08,8.604,1
-0.652,-1.176,6.287,1
-0.46,-1.157,5.329,1
-0.518,-0.793,4.256,0
-0.671,-0.582,4.18,1
-0.767,-0.276,5.176,1
-0.633,-0.104,6.248,1
-0.614,0.031,8.202,1
-0.594,0.145,9.275,1
-0.767,0.414,10.807,0
-0.997,0.49,11.477,0
-1.035,0.433,11.611,0
-1.073,0.414,11.592,0
-1.246,0.26,11.477,0
-1.303,0.241,11.496,0
-1.322,0.145,11.516,0
-1.341,-0.065,11.132,0
-1.456,-0.104,10.577,0
-1.38,-0.104,9.792,0
-1.418,-0.142,9.255,0
-1.571,-0.046,8.891,1
-1.686,0.241,9.524,1
-1.265,0.222,10.596,1
-0.671,0.394,11.994,1
-0.269,0.49,12.703,0
0.019,0.529,13.048,0
0.076,0.529,12.875,1
0.172,0.375,11.937,0
0.095,0.356,11.171,1
-0.288,0.414,10.481,0
-0.25,0.586,9.964,0
0.133,0.337,9.868,0
0.172,0.184,9.811,0
0.153,0.241,9.734,0
0.114,0.337,9.428,0
0.019,0.509,8.949,0
-0.173,0.299,8.585,0
-0.25,0.126,8.374,0
-0.518,0.145,8.259,0
-0.269,0.184,8.47,0
-0.25,0.299,8.777,0
-0.077,0.241,8.872,0
-0.211,0.222,8.968,0
-0.25,0.241,9.198,0
-0.288,0.318,9.543,0
-0.326,0.471,10.194,0
-0.307,0.452,10.52,0
-0.135,0.375,10.769,0
-0.096,0.375,10.941,0
0.21,0.375,11.209,0
0.363,0.337,11.362,0
0.268,0.145,11.535,0
0.095,0.011,11.516,1
-0.326,-0.276,11.152,0
-0.096,-0.065,11.094,0
0.019,0.145,11.056,0
-0.02,0.184,10.922,0
0.402,0.471,10.634,0
0.478,0.816,10.347,0
0.497,0.873,10.079,0
0.593,0.701,9.504,0
0.976,0.624,9.14,1
1.015,0.854,8.144,1
0.746,1.027,7.551,0
0.612,1.122,6.995,0
0.497,0.931,6.612,0
0.44,1.046,6.746,0
0.153,1.199,7.034,0
0.038,1.237,7.263,0
-0.077,1.295,7.8,0
-0.096,1.295,8.374,0
-0.116,1.352,9.294,1
-0.384,1.467,10.079,1
-0.154,1.639,11.132,1
0.478,1.525,11.688,1
1.11,1.352,12.205,0
0.9,1.199,12.358,1
0.402,0.797,12.014,1
0.191,0.49,11.516,0
-0.116,0.356,11.439,0
-0.345,0.28,11.745,0
-0.499,0.011,12.071,0
-0.652,-0.161,12.109,0
-0.614,-0.104,11.592,0
-0.326,-0.123,11.018,1
0.459,0.05,9.887,1
0.708,0.222,9.083,0
0.708,0.433,8.47,0
0.651,0.643,7.915,0
0.689,0.969,7.666,0
0.919,1.237,7.608,1
1.264,1.467,8.087,0
1.187,1.678,8.681,1
1.627,1.563,10.002,0
1.666,1.505,10.539,0
1.455,1.544,10.845,0
1.551,1.352,10.883,0
1.493,1.084,10.328,0
1.321,0.797,9.83,1
1.034,0.394,9.198,1
0.689,-0.104,8.413,0
0.555,-0.314,7.915,0
